DateTime,open,high,low,close,volume,Symbol
2025-01-31 15:00:00,416.4600,416.5100,415.6000,415.7500,206334,MSFT
2025-01-31 14:55:00,416.4400,417.0100,416.3600,416.5050,235381,MSFT
2025-01-31 14:50:00,415.5600,416.4350,415.5500,416.4350,250186,MSFT
2025-01-31 14:45:00,415.9400,415.9400,415.0600,415.6005,253764,MSFT
2025-01-31 14:40:00,416.1850,416.4800,415.8000,415.8700,238287,MSFT
2025-01-31 14:35:00,416.8700,416.9100,416.1500,416.1850,151281,MSFT
2025-01-31 14:30:00,416.4000,416.9000,416.3898,416.8750,122053,MSFT
2025-01-31 14:25:00,416.9350,416.9800,416.1700,416.4344,164406,MSFT
2025-01-31 14:20:00,416.5600,417.0000,416.3500,416.9600,235188,MSFT
2025-01-31 14:15:00,416.8000,417.0900,416.2900,416.5288,163123,MSFT
2025-01-31 14:10:00,416.4000,417.0400,416.2900,416.8700,149322,MSFT
2025-01-31 14:05:00,416.9400,416.9400,415.9000,416.3300,256255,MSFT
2025-01-31 14:00:00,417.0250,417.2000,416.5000,416.8950,174631,MSFT
2025-01-31 13:55:00,416.8125,417.2748,416.7600,417.0000,110689,MSFT
2025-01-31 13:50:00,416.9800,417.0699,416.2200,416.8150,142324,MSFT
2025-01-31 13:45:00,417.1700,417.2500,416.6500,416.9900,132046,MSFT
2025-01-31 13:40:00,417.2150,417.4500,416.6200,417.1750,147618,MSFT
2025-01-31 13:35:00,416.8100,417.2600,416.5000,417.1500,313456,MSFT
2025-01-31 13:30:00,417.4900,417.9655,416.7672,416.8100,240569,MSFT
2025-01-31 13:25:00,417.9500,417.9550,417.2900,417.5400,199104,MSFT
2025-01-31 13:20:00,417.7700,418.1799,417.2701,417.9200,315046,MSFT
2025-01-31 13:15:00,418.9400,419.1700,417.7200,417.7745,271734,MSFT
2025-01-31 13:10:00,418.4700,418.9600,418.3800,418.9399,162064,MSFT
2025-01-31 13:05:00,418.5900,418.6000,418.2700,418.4700,120473,MSFT
2025-01-31 13:00:00,418.3400,418.5900,418.1100,418.5600,201369,MSFT
2025-01-31 12:55:00,418.2800,418.4299,418.1801,418.3282,182358,MSFT
2025-01-31 12:50:00,418.5900,418.9088,418.2200,418.2944,211007,MSFT
2025-01-31 12:45:00,418.4407,418.7100,418.2800,418.6000,153362,MSFT
2025-01-31 12:40:00,418.4500,418.7100,418.3872,418.4700,128748,MSFT
2025-01-31 12:35:00,418.4800,418.6200,418.3900,418.4550,121851,MSFT
2025-01-31 12:30:00,418.5500,418.6900,418.3225,418.4600,151217,MSFT
2025-01-31 12:25:00,418.2600,418.6000,418.1350,418.5300,195068,MSFT
2025-01-31 12:20:00,418.1200,418.3000,417.8100,418.2650,191705,MSFT
2025-01-31 12:15:00,418.1500,418.4000,417.9900,418.1400,302632,MSFT
2025-01-31 12:10:00,417.4100,418.2601,417.0600,418.1799,217961,MSFT
2025-01-31 12:05:00,416.9650,417.4000,416.6700,417.3400,245330,MSFT
2025-01-31 12:00:00,416.7300,417.2400,416.6481,416.9800,265531,MSFT
2025-01-31 11:55:00,416.2800,416.7600,416.1400,416.6892,174367,MSFT
2025-01-31 11:50:00,416.1600,416.4900,415.9600,416.2850,196733,MSFT
2025-01-31 11:45:00,415.8900,416.2600,415.8000,416.1250,235157,MSFT
2025-01-31 11:40:00,415.2950,415.9150,415.2300,415.8900,238958,MSFT
2025-01-31 19:55:00,234.2500,234.2500,233.9100,233.9140,18802,AAPL
2025-01-31 19:50:00,234.2500,234.5600,234.1500,234.2050,5174,AAPL
2025-01-31 19:45:00,234.3000,234.4500,234.1010,234.1200,16722,AAPL
2025-01-31 19:40:00,234.6692,234.6700,234.2512,234.3000,7139,AAPL
2025-01-31 19:35:00,234.6800,234.7600,234.6400,234.6600,2985,AAPL
2025-01-31 19:30:00,234.7400,234.8000,234.6109,234.6700,2493,AAPL
2025-01-31 19:25:00,234.8050,234.8500,234.7000,234.7700,6392,AAPL
2025-01-31 19:20:00,234.8700,234.9600,234.7600,234.8100,2512,AAPL
2025-01-31 19:15:00,234.9000,234.9200,234.8100,234.8700,2914,AAPL
2025-01-31 19:10:00,234.9600,234.9900,234.8500,234.8800,2130,AAPL
2025-01-31 19:05:00,234.9300,235.0000,234.8500,234.9600,2151,AAPL
2025-01-31 19:00:00,234.9200,235.0700,234.9200,234.9980,5659,AAPL
2025-01-31 18:55:00,234.8400,234.9900,234.8000,234.9600,4933,AAPL
2025-01-31 18:50:00,234.9100,234.9500,234.8000,234.8000,2827,AAPL
2025-01-31 18:45:00,235.0200,235.0800,234.9100,234.9100,4869,AAPL
2025-01-31 18:40:00,235.0900,235.0900,235.0000,235.0200,8272,AAPL
2025-01-31 18:35:00,235.0100,235.0900,235.0000,235.0900,2472,AAPL
2025-01-31 18:30:00,235.0700,235.0900,235.0100,235.0250,1701,AAPL
2025-01-31 18:25:00,235.1000,235.1000,235.0114,235.0500,9250,AAPL
2025-01-31 18:20:00,235.0550,235.1300,235.0100,235.1000,2992,AAPL
2025-01-31 18:15:00,235.0300,235.1000,235.0200,235.1000,2061,AAPL
2025-01-31 18:10:00,235.0550,235.1900,235.0000,235.0750,12412,AAPL
2025-01-31 18:05:00,235.1800,235.2200,235.0500,235.0600,6155,AAPL
2025-01-31 18:00:00,235.2400,235.2600,235.0600,235.1200,2876,AAPL
2025-01-31 17:55:00,235.2200,235.3000,235.2000,235.2350,1981,AAPL
2025-01-31 17:50:00,235.3000,235.3000,235.2000,235.2000,7403,AAPL
2025-01-31 17:45:00,235.3200,235.3300,235.2500,235.2900,2364,AAPL
2025-01-31 17:40:00,235.3000,235.3300,235.2200,235.3200,1511,AAPL
2025-01-31 17:35:00,235.2800,235.3300,235.1500,235.2750,9050,AAPL
2025-01-31 17:30:00,235.1500,235.2800,235.0600,235.2700,6896,AAPL
2025-01-31 17:25:00,235.1587,236.0000,235.0500,235.1500,1576214,AAPL
2025-01-31 17:20:00,235.0463,235.1700,235.0300,235.1600,4884,AAPL
2025-01-31 17:15:00,235.1600,236.0000,235.0200,235.0900,6716,AAPL
2025-01-31 17:10:00,235.2000,235.2700,235.0200,235.2700,8327,AAPL
2025-01-31 17:05:00,235.2900,235.2900,219.7322,235.2100,3106,AAPL
2025-01-31 17:00:00,235.2700,235.2900,222.3216,235.2300,3982,AAPL
2025-01-31 16:55:00,235.2000,235.2900,235.1000,235.2500,4248,AAPL
2025-01-31 16:50:00,235.0600,236.0000,235.0000,235.1500,338545,AAPL
2025-01-31 16:45:00,235.1600,235.1800,234.9500,235.0000,10480,AAPL
2025-01-31 16:40:00,235.1500,236.0000,235.0500,235.1600,17622,AAPL
2025-01-31 16:35:00,235.1000,235.2700,235.0400,235.1000,22096,AAPL
2025-01-31 16:30:00,235.2700,236.0000,235.0100,235.1000,13936,AAPL
2025-01-31 16:25:00,235.3300,236.0000,235.1100,235.2500,5051247,AAPL
2025-01-31 16:20:00,235.3000,236.0000,235.2200,235.3300,41793,AAPL
2025-01-31 16:15:00,235.5500,236.0000,235.0200,235.3386,727621,AAPL
2025-01-31 16:10:00,235.8000,236.0000,235.5500,235.5900,447102,AAPL
2025-01-31 16:05:00,235.7000,236.0000,235.6200,235.8100,493567,AAPL
2025-01-31 16:00:00,235.8400,238.8750,235.5300,235.7400,28198959,AAPL
2025-01-31 15:55:00,235.9100,236.5000,235.5100,235.8400,3682550,AAPL
2025-01-31 15:50:00,234.7200,236.2600,234.7200,235.8995,2202976,AAPL
2025-01-31 15:45:00,234.1900,234.9400,234.0900,234.7200,711731,AAPL
2025-01-31 15:40:00,233.7900,234.2300,233.7400,234.1904,628094,AAPL
2025-01-31 15:35:00,234.3400,234.3500,233.7500,233.7900,535965,AAPL
2025-01-31 15:30:00,234.3100,234.4900,233.9400,234.3300,618540,AAPL
2025-01-31 15:25:00,233.9600,234.3700,233.8600,234.2900,1156297,AAPL
2025-01-31 15:20:00,234.0300,234.0500,233.6200,233.9900,488448,AAPL
2025-01-31 15:15:00,233.8100,234.1700,233.7250,234.0169,526721,AAPL
2025-01-31 15:10:00,233.8300,234.0900,233.5500,233.8000,618274,AAPL
2025-01-31 15:05:00,233.7100,234.1000,233.5800,233.8100,527505,AAPL
2025-01-31 15:00:00,234.1150,234.1150,233.6200,233.7000,544205,AAPL
2025-01-31 14:55:00,234.4386,234.7200,233.9400,234.1100,855693,AAPL
2025-01-31 14:50:00,234.0500,234.5750,233.9800,234.4200,645747,AAPL
2025-01-31 14:45:00,234.0191,234.0500,233.4400,234.0499,713868,AAPL
2025-01-31 14:40:00,234.3500,234.3900,233.9200,233.9800,694756,AAPL
2025-01-31 14:35:00,235.0950,235.1697,234.2500,234.3400,630735,AAPL
2025-01-31 14:30:00,235.1550,235.2799,234.9100,235.1100,543613,AAPL
2025-01-31 14:25:00,235.6700,235.8199,235.0000,235.1350,549872,AAPL
2025-01-31 14:20:00,235.8500,235.9300,235.5000,235.6800,441430,AAPL
2025-01-31 14:15:00,235.5900,235.8300,235.3300,235.8300,546734,AAPL
2025-01-31 14:10:00,234.9800,235.7000,234.9000,235.5900,590471,AAPL
2025-01-31 14:05:00,235.1850,235.2799,234.4700,234.9692,816633,AAPL
2025-01-31 14:00:00,235.2800,235.7000,234.8400,235.1750,782608,AAPL
2025-01-31 13:55:00,235.7400,235.9412,235.1100,235.2600,752917,AAPL
2025-01-31 13:50:00,236.3200,236.3900,235.4200,235.7500,638316,AAPL
2025-01-31 13:45:00,236.4300,236.4500,236.0500,236.2800,381255,AAPL
2025-01-31 13:40:00,236.4350,236.8600,236.2400,236.4300,545711,AAPL
2025-01-31 13:35:00,236.0700,236.4600,235.9000,236.4400,604629,AAPL
2025-01-31 13:30:00,236.4300,239.1159,236.0700,236.0900,729906,AAPL
2025-01-31 13:25:00,237.1940,237.2200,236.2200,236.4250,806974,AAPL
2025-01-31 13:20:00,236.8216,237.3900,236.6300,237.1899,831007,AAPL
2025-01-31 13:15:00,237.5600,237.5900,236.7670,236.7900,1267117,AAPL
2025-01-31 13:10:00,237.6020,237.9400,237.5200,237.5200,632377,AAPL
2025-01-31 13:05:00,238.3200,238.4099,237.5800,237.6250,766027,AAPL
2025-01-31 13:00:00,238.3200,238.5399,238.2200,238.3390,404672,AAPL
2025-01-31 12:55:00,239.0100,240.9440,238.3000,238.3100,652901,AAPL
2025-01-31 12:50:00,238.9300,239.2800,238.9200,239.0400,1044348,AAPL
2025-01-31 12:45:00,239.0250,239.0900,238.8700,238.9599,281785,AAPL
2025-01-31 12:40:00,239.1700,239.3500,238.9700,239.0200,363173,AAPL
2025-01-31 12:35:00,239.3750,239.4600,239.1600,239.1700,348674,AAPL
2025-01-31 12:30:00,239.7400,239.8100,239.3100,239.3900,423633,AAPL
2025-01-31 12:25:00,239.4100,239.8200,239.3856,239.7416,612615,AAPL
2025-01-31 12:20:00,239.0500,239.5000,238.8800,239.4200,474713,AAPL
2025-01-31 12:15:00,239.3000,239.4100,238.9200,239.0750,355044,AAPL
2025-01-31 12:10:00,239.3450,239.6423,239.1850,239.3100,457866,AAPL
2025-01-31 12:05:00,239.0400,239.3700,238.7400,239.3200,504085,AAPL
2025-01-31 12:00:00,238.9450,239.3000,238.8100,239.0200,485272,AAPL
2025-01-31 11:55:00,239.0545,239.1000,238.7600,238.9300,408263,AAPL
2025-01-31 11:50:00,239.6270,239.6270,238.8900,239.0301,629070,AAPL
2025-01-31 11:45:00,239.7400,240.0500,239.6101,239.6101,662349,AAPL
2025-01-31 11:40:00,239.6000,239.7700,239.1400,239.7200,520657,AAPL
2025-01-31 19:55:00,202.9500,203.1500,202.6625,202.6625,2563,GOOGL
2025-01-31 19:50:00,203.0400,203.1500,202.7500,203.1081,1872,GOOGL
2025-01-31 19:45:00,203.1400,203.1400,202.7100,203.0000,862,GOOGL
2025-01-31 19:40:00,203.0000,203.1400,202.8500,203.1000,1011,GOOGL
2025-01-31 19:35:00,202.9300,203.2100,202.9000,203.1400,746,GOOGL
2025-01-31 19:30:00,203.0900,203.2300,202.9082,202.9300,5910,GOOGL
2025-01-31 19:25:00,203.0748,203.3000,203.0000,203.0900,3337,GOOGL
2025-01-31 19:20:00,203.2500,203.3000,203.0700,203.0700,1615,GOOGL
2025-01-31 19:15:00,203.2400,203.4600,203.0500,203.1000,573,GOOGL
2025-01-31 19:10:00,203.1900,203.4000,203.0500,203.0500,1353,GOOGL
2025-01-31 19:05:00,203.1040,203.2500,203.0000,203.1100,708,GOOGL
2025-01-31 19:00:00,203.2400,203.3899,203.0000,203.1400,244,GOOGL
2025-01-31 18:55:00,203.1500,203.2404,203.1000,203.2400,2148,GOOGL
2025-01-31 18:50:00,203.2900,203.3800,203.1000,203.1600,1517,GOOGL
2025-01-31 18:45:00,203.4700,203.4900,203.2000,203.2006,1879,GOOGL
2025-01-31 18:40:00,203.2514,203.6200,203.2514,203.3600,459,GOOGL
2025-01-31 18:35:00,203.2000,203.6300,203.2000,203.4000,223,GOOGL
2025-01-31 18:30:00,203.4500,203.6200,203.2300,203.3470,1596,GOOGL
2025-01-31 18:25:00,203.5000,203.6200,203.3132,203.4500,7308,GOOGL
2025-01-31 18:20:00,203.8048,203.8048,203.5000,203.5400,1108,GOOGL
2025-01-31 18:15:00,203.6400,203.8900,203.6100,203.8000,3496,GOOGL
2025-01-31 18:10:00,203.7600,203.8200,203.6000,203.6100,1004,GOOGL
2025-01-31 18:05:00,203.7000,203.8900,203.6000,203.6072,746,GOOGL
2025-01-31 18:00:00,203.7600,203.8900,203.6000,203.6500,393,GOOGL
2025-01-31 17:55:00,203.7500,203.8828,203.6000,203.7900,341,GOOGL
2025-01-31 17:50:00,203.7600,203.8900,203.6000,203.7500,168,GOOGL
2025-01-31 17:45:00,203.6400,203.8400,203.6000,203.6800,525,GOOGL
2025-01-31 17:40:00,203.6600,203.8900,203.6200,203.6400,1938,GOOGL
2025-01-31 17:35:00,203.6200,203.8900,203.6200,203.8900,1536,GOOGL
2025-01-31 17:30:00,203.8000,203.9900,203.6500,203.7000,1174,GOOGL
2025-01-31 17:25:00,203.8000,203.9900,203.7700,203.8007,816,GOOGL
2025-01-31 17:20:00,203.6600,203.9900,203.5600,203.7800,936,GOOGL
2025-01-31 17:15:00,204.0000,204.0200,203.4300,203.4300,1161,GOOGL
2025-01-31 17:10:00,203.7400,203.8200,203.7100,203.8200,1190,GOOGL
2025-01-31 17:05:00,203.7500,203.8800,189.9325,203.7600,509,GOOGL
2025-01-31 17:00:00,203.8783,203.8800,189.9325,203.7100,1243,GOOGL
2025-01-31 16:55:00,203.8483,203.8800,189.9325,203.8800,1444,GOOGL
2025-01-31 16:50:00,203.7500,203.9000,203.7100,203.7200,3679,GOOGL
2025-01-31 16:45:00,203.6622,203.8700,203.6000,203.7400,4567,GOOGL
2025-01-31 16:40:00,203.6300,203.7500,203.6000,203.7481,4330,GOOGL
2025-01-31 16:35:00,203.8300,204.0200,203.6100,204.0200,31846,GOOGL
2025-01-31 16:30:00,204.2000,204.4000,203.6812,203.7600,5920,GOOGL
2025-01-31 16:25:00,204.2700,204.4000,204.0200,204.2400,59342,GOOGL
2025-01-31 16:20:00,204.0800,204.4000,204.0100,204.2600,1999082,GOOGL
2025-01-31 16:15:00,204.0200,204.4000,203.7600,204.0830,274896,GOOGL
2025-01-31 16:10:00,204.1000,204.3945,203.7600,203.9000,77971,GOOGL
2025-01-31 16:05:00,204.3400,204.4000,203.8500,204.0997,199203,GOOGL
2025-01-31 16:00:00,204.0100,204.5900,198.0800,204.1300,8474544,GOOGL
2025-01-31 15:55:00,204.0300,204.4000,203.4000,204.0100,2011018,GOOGL
2025-01-31 15:50:00,203.9900,204.5100,203.7801,204.0400,812821,GOOGL
2025-01-31 15:45:00,203.6600,204.1800,203.6485,203.9800,317415,GOOGL
2025-01-31 15:40:00,203.5300,203.7900,203.4600,203.6400,322769,GOOGL
2025-01-31 15:35:00,203.7000,204.1800,203.4101,203.5100,283014,GOOGL
2025-01-31 15:30:00,203.5700,203.8300,203.5400,203.7100,247726,GOOGL
2025-01-31 15:25:00,203.8500,203.9200,203.4700,203.5650,244392,GOOGL
2025-01-31 15:20:00,203.7300,203.8800,203.4600,203.8401,239715,GOOGL
2025-01-31 15:15:00,203.5800,203.7800,203.3500,203.7300,275958,GOOGL
2025-01-31 15:10:00,203.5500,203.8200,203.3700,203.5602,221667,GOOGL
2025-01-31 15:05:00,203.5500,203.7800,203.4402,203.5300,241847,GOOGL
2025-01-31 15:00:00,204.2800,204.2800,203.5100,203.5300,318393,GOOGL
2025-01-31 14:55:00,204.2900,204.5700,204.2000,204.2950,198332,GOOGL
2025-01-31 14:50:00,204.2300,204.5100,204.0100,204.2800,157002,GOOGL
2025-01-31 14:45:00,204.3005,204.8000,203.9400,204.2200,444744,GOOGL
2025-01-31 14:40:00,204.6150,204.8400,204.2600,204.3197,284125,GOOGL
2025-01-31 14:35:00,205.1100,205.1550,204.6000,204.6100,260009,GOOGL
2025-01-31 14:30:00,204.9700,205.2000,204.7238,205.1300,266433,GOOGL
2025-01-31 14:25:00,205.1200,205.1900,204.9500,204.9700,219008,GOOGL
2025-01-31 14:20:00,205.1200,205.1600,204.8200,205.1250,194369,GOOGL
2025-01-31 14:15:00,205.2400,205.4700,205.0600,205.1197,215373,GOOGL
2025-01-31 14:10:00,205.0000,205.4300,204.9600,205.2700,237149,GOOGL
2025-01-31 14:05:00,205.3200,205.3400,204.5900,204.9800,375902,GOOGL
2025-01-31 14:00:00,205.0600,205.3500,204.9300,205.3100,276476,GOOGL
2025-01-31 13:55:00,205.0000,205.2500,204.9500,205.0800,207403,GOOGL
2025-01-31 13:50:00,205.1200,205.2700,204.8300,205.0200,280715,GOOGL
2025-01-31 13:45:00,204.7900,205.1350,204.7200,205.1200,160090,GOOGL
2025-01-31 13:40:00,204.8400,205.1700,204.6700,204.7800,182012,GOOGL
2025-01-31 13:35:00,204.3300,204.8800,204.3300,204.8228,286887,GOOGL
2025-01-31 13:30:00,204.8900,204.9900,204.3415,204.3450,302410,GOOGL
2025-01-31 13:25:00,205.2200,205.2700,204.8000,204.8900,264799,GOOGL
2025-01-31 13:20:00,204.6750,205.4800,204.5400,205.2250,589383,GOOGL
2025-01-31 13:15:00,204.9900,205.0900,204.6600,204.6600,270094,GOOGL
2025-01-31 13:10:00,204.9300,205.0800,204.9300,204.9850,166752,GOOGL
2025-01-31 13:05:00,204.8700,205.0800,204.8000,204.9500,194711,GOOGL
2025-01-31 13:00:00,204.7200,204.8700,204.6900,204.8600,111065,GOOGL
2025-01-31 12:55:00,204.8000,204.8000,204.7000,204.7100,162061,GOOGL
2025-01-31 12:50:00,204.7200,204.9000,204.6200,204.8100,174679,GOOGL
2025-01-31 12:45:00,204.6100,204.7800,204.4900,204.7201,205071,GOOGL
2025-01-31 12:40:00,204.3500,204.6500,204.3200,204.6100,133596,GOOGL
2025-01-31 12:35:00,204.3000,204.4350,204.2800,204.3400,74367,GOOGL
2025-01-31 12:30:00,204.5400,204.5500,204.2200,204.3100,161720,GOOGL
2025-01-31 12:25:00,204.5000,204.6400,204.4700,204.5400,121110,GOOGL
2025-01-31 12:20:00,204.3700,204.6000,204.3500,204.5000,115022,GOOGL
2025-01-31 12:15:00,204.5800,204.5900,204.2900,204.3750,195160,GOOGL
2025-01-31 12:10:00,204.5100,204.5959,204.3000,204.5800,134301,GOOGL
2025-01-31 12:05:00,204.4350,204.5900,204.2600,204.4700,183417,GOOGL
2025-01-31 12:00:00,204.6900,204.7300,204.4100,204.4250,151739,GOOGL
2025-01-31 11:55:00,204.8000,204.8200,204.6450,204.6900,128328,GOOGL
2025-01-31 11:50:00,204.6900,204.8300,204.6500,204.8000,175208,GOOGL
2025-01-31 11:45:00,204.6987,204.9100,204.6625,204.7425,168198,GOOGL
2025-01-31 11:40:00,205.0200,205.1500,204.6301,204.6900,199020,GOOGL
